animal_id,outcome_type
A748472,Transfer
A718651,Adoption
A611682,Return to Owner
A727503,Adoption
A653753,Return to Owner
A687330,Transfer
A744504,Transfer
A736349,Transfer
A691595,Return to Owner
A722509,Adoption
A729280,Transfer
A679194,Transfer
A681011,Transfer
A717416,Transfer
A762772,Return to Owner
A705898,Return to Owner
A761506,Adoption
A732412,Return to Owner
A678393,Return to Owner
A743863,Transfer
A719138,Adoption
A723877,Transfer
A747022,Adoption
A736554,Transfer
A686360,Transfer
A720946,Transfer
A753681,Disposal
A687691,Transfer
A735464,Adoption
A671312,Adoption
A614777,Return to Owner
A669000,Adoption
A718523,Transfer
A753727,Adoption
A686294,Euthanasia
A671100,Transfer
A698165,Died
A750270,Adoption
A737569,Transfer
A662657,Euthanasia
A704440,Return to Owner
A731789,Adoption
A725004,Adoption
A752207,Transfer
A692564,Return to Owner
A680940,Transfer
A737344,Adoption
A672558,Adoption
A731862,Transfer
A682415,Adoption
A503371,Return to Owner
A727229,Adoption
A675666,Transfer
A735488,Return to Owner
A742576,Return to Owner
A668274,Adoption
A752387,Transfer
A728626,Adoption
A667197,Transfer
A704259,Euthanasia
A728334,Adoption
A711901,Return to Owner
A669979,Return to Owner
A756094,Adoption
A720956,Return to Owner
A719386,Transfer
A700340,Transfer
A709681,Transfer
A675977,Return to Owner
A703176,Transfer
A727597,Adoption
A711892,Return to Owner
A467387,Euthanasia
A749711,Adoption
A703905,Adoption
A743178,Adoption
A745529,Transfer
A681857,Transfer
A753527,Transfer
A746475,Euthanasia
A668217,Adoption
A734366,Euthanasia
A687743,Return to Owner
A689192,Euthanasia
A754607,Adoption
A760364,Adoption
A682338,Adoption
A669851,Adoption
A690033,Adoption
A687897,Transfer
A708828,Transfer
A679655,Euthanasia
A661690,Transfer
A763062,Transfer
A735107,Transfer
A619865,Adoption
A716660,Relocate
A699085,Return to Owner
A747026,Transfer
A713323,Return to Owner
A691894,Euthanasia
A665199,Transfer
A660052,Adoption
A723682,Transfer
A741524,Adoption
A734686,Euthanasia
A757252,Adoption
A758084,Adoption
A720597,Transfer
A690783,Adoption
A755838,Transfer
A676491,Transfer
A755829,Adoption
A723128,Transfer
A712532,Adoption
A600056,Transfer
A745571,Transfer
A741060,Adoption
A753591,Adoption
A749660,Return to Owner
A760253,Adoption
A723606,Adoption
A762840,Return to Owner
A753082,Transfer
A731709,Transfer
A733346,Adoption
A740847,Transfer
A749438,Died
A701987,Adoption
A707727,Transfer
A761575,Transfer
A732334,Adoption
A746754,Adoption
A660984,Transfer
A677070,Transfer
A751689,Adoption
A728054,Adoption
A362383,Return to Owner
A674053,Adoption
A710810,Adoption
A699650,Transfer
A748330,Adoption
A717295,Transfer
A722376,Euthanasia
A668679,Transfer
A753756,Adoption
A698755,Adoption
A739220,Adoption
A719644,Adoption
A756289,Adoption
A762745,Return to Owner
A677363,Adoption
A747377,Adoption
A691048,Adoption
A702328,Transfer
A736518,Adoption
A603830,Adoption
A739870,Adoption
A757804,Adoption
A695327,Return to Owner
A674449,Adoption
A727732,Adoption
A709444,Died
A702448,Transfer
A686864,Adoption
A671482,Adoption
A698015,Euthanasia
A674224,Euthanasia
A670018,Adoption
A764524,Transfer
A765260,Return to Owner
A647578,Euthanasia
A721267,Transfer
A704484,Euthanasia
A750881,Return to Owner
A736913,Return to Owner
A759506,Return to Owner
A758346,Rto-Adopt
A722194,Adoption
A648029,Return to Owner
A747842,Transfer
A695627,Return to Owner
A667277,Return to Owner
A726128,Return to Owner
A710577,Transfer
A728905,Return to Owner
A765530,Return to Owner
A677416,Adoption
A691990,Transfer
A712825,Transfer
A705496,Transfer
A700130,Adoption
A723671,Transfer
A739185,Adoption
A763738,Adoption
A670129,Euthanasia
A689682,Adoption
A671133,Return to Owner
A715873,Adoption
A671244,Adoption
A699211,Adoption
A702906,Transfer
A732847,Return to Owner
A757394,Adoption
A707631,Transfer
A739212,Adoption
A728117,Transfer
A673672,Return to Owner
A682124,Transfer
A742331,Died
A693652,Adoption
A744557,Adoption
A667311,Adoption
A765203,Euthanasia
A751900,Return to Owner
A678383,Transfer
A754658,Transfer
A733023,Transfer
A733369,Transfer
A724381,Return to Owner
A711078,Return to Owner
A670603,Return to Owner
A672712,Transfer
A716829,Adoption
A676613,Return to Owner
A736631,Adoption
A743198,Transfer
A676633,Transfer
A716076,Adoption
A759198,Return to Owner
A751185,Transfer
A735825,Euthanasia
A698562,Adoption
A732408,Transfer
A737038,Adoption
A661383,Transfer
A671869,Euthanasia
A664273,Adoption
A733163,Transfer
A716896,Adoption
A759421,Return to Owner
A652433,Return to Owner
A668301,Return to Owner
A749245,Transfer
A682502,Return to Owner
A755716,Adoption
A705384,Adoption
A714936,Adoption
A750078,Adoption
A749090,Transfer
A681361,Transfer
A742951,Transfer
A713529,Transfer
A736217,Euthanasia
A747859,Return to Owner
A688349,Transfer
A709220,Adoption
A535375,Return to Owner
A717890,Transfer
A696104,Return to Owner
A693642,Return to Owner
A705781,Transfer
A670249,Transfer
A762030,Adoption
A730818,Adoption
A706953,Euthanasia
A703565,Euthanasia
A761980,Adoption
A752151,Transfer
A681379,Euthanasia
A759174,Return to Owner
A725729,Adoption
A710053,Return to Owner
A728272,Transfer
A693212,Euthanasia
A542429,Transfer
A759394,Adoption
A735478,Transfer
A672470,Transfer
A737457,Euthanasia
A681211,Transfer
A734127,Transfer
A738940,Return to Owner
A679159,Adoption
A701439,Adoption
A719115,Adoption
A742383,Return to Owner
A665126,Transfer
A711832,Transfer
A710323,Transfer
A719482,Adoption
A681401,Transfer
A725656,Adoption
A728384,Adoption
A686607,Adoption
A500073,Return to Owner
A735646,Transfer
A712512,Return to Owner
A717717,Adoption
A702589,Euthanasia
A634845,Adoption
A761217,Transfer
A746425,Adoption
A677404,Transfer
A747710,Adoption
A690115,Adoption
A758690,Transfer
A686666,Adoption
A670407,Adoption
A723228,Euthanasia
A683242,Return to Owner
A686600,Return to Owner
A729373,Adoption
A673042,Transfer
A743033,Adoption
A685476,Adoption
A742580,Euthanasia
A761118,Adoption
A692124,Adoption
A677552,Transfer
A676205,Adoption
A698114,Return to Owner
A697421,Adoption
A716363,Adoption
A685354,Adoption
A764447,Adoption
A686952,Transfer
A740095,Transfer
A697909,Euthanasia
A706292,Transfer
A760313,Adoption
A667017,Adoption
A757225,Adoption
A750343,Transfer
A721329,Adoption
A729457,Transfer
A736719,Return to Owner
A684506,Transfer
A586742,Transfer
A674780,Transfer
A708471,Adoption
A711036,Adoption
A763939,Adoption
A753748,Transfer
A662272,Transfer
A695273,Return to Owner
A709917,Adoption
A702952,Adoption
A737770,Transfer
A665883,Transfer
A684613,Adoption
A749123,Euthanasia
A760129,Adoption
A664375,Return to Owner
A732136,Euthanasia
A731371,Died
A734648,Return to Owner
A733984,Transfer
A754715,Adoption
A693481,Euthanasia
A732980,Adoption
A734797,Transfer
A701695,Adoption
A749755,Adoption
A679795,Euthanasia
A693215,Return to Owner
A711390,Return to Owner
A746812,Adoption
A723288,Transfer
A583357,Euthanasia
A686581,Euthanasia
A723827,Adoption
A672247,Adoption
A740560,Adoption
A717528,Return to Owner
A695880,Return to Owner
A692409,Return to Owner
A679123,Adoption
A678744,Transfer
A709318,Transfer
A690572,Adoption
A730733,Euthanasia
A757100,Adoption
A751107,Transfer
A701708,Transfer
A751151,Adoption
A668897,Return to Owner
A696842,Return to Owner
A699134,Transfer
A698112,Return to Owner
A709035,Adoption
A708957,Transfer
A724223,Transfer
A669111,Adoption
A706466,Transfer
A733522,Adoption
A722587,Adoption
A751131,Transfer
A734255,Adoption
A693626,Adoption
A660040,Adoption
A696381,Euthanasia
A668963,Euthanasia
A693144,Euthanasia
A699696,Return to Owner
A711408,Transfer
A693119,Return to Owner
A666656,Adoption
A676226,Transfer
A673073,Adoption
A686808,Adoption
A723225,Transfer
A700299,Transfer
A683471,Adoption
A699719,Transfer
A693217,Transfer
A760481,Adoption
A711919,Transfer
A455146,Transfer
A737021,Transfer
A712933,Transfer
A670056,Transfer
A721915,Transfer
A741235,Adoption
A746802,Transfer
A753347,Return to Owner
A693934,Transfer
A704217,Transfer
A758183,Adoption
A756195,Transfer
A710366,Transfer
A743761,Return to Owner
A728248,Adoption
A708217,Transfer
A746965,Transfer
A698594,Transfer
A650891,Return to Owner
A705835,Adoption
A723137,Adoption
A735724,Return to Owner
A719245,Transfer
A721177,Adoption
A730620,Transfer
A736875,Transfer
A689893,Adoption
A751281,Return to Owner
A677347,Transfer
A700253,Adoption
A677720,Euthanasia
A733792,Adoption
A687225,Adoption
A743012,Adoption
A758116,Transfer
A707438,Adoption
A708833,Adoption
A736299,Transfer
A692140,Adoption
A682168,Return to Owner
A745716,Adoption
A722196,Return to Owner
A699827,Euthanasia
A692653,Adoption
A765539,Adoption
A731059,Return to Owner
A476741,Adoption
A730700,Adoption
A664523,Adoption
A675386,Euthanasia
A721356,Adoption
A737862,Euthanasia
A752294,Adoption
A754095,Adoption
A758176,Transfer
A697931,Transfer
A676580,Adoption
A742152,Transfer
A687379,Adoption
A703756,Return to Owner
A757007,Adoption
A702188,Transfer
A738970,Adoption
A667526,Adoption
A759762,Adoption
A732797,Adoption
A748453,Transfer
A701699,Return to Owner
A759475,Transfer
A755812,Transfer
A664641,Transfer
A748242,Transfer
A763662,Adoption
A736525,Adoption
A701274,Return to Owner
A699982,Transfer
A714034,Euthanasia
A670044,Euthanasia
A707199,Adoption
A745109,Transfer
A674752,Return to Owner
A721988,Adoption
A670400,Return to Owner
A693581,Return to Owner
A727292,Transfer
A754240,Adoption
A692156,Transfer
A682040,Transfer
A681234,Euthanasia
A689237,Transfer
A542712,Euthanasia
A708154,Adoption
A702832,Euthanasia
A711456,Transfer
A754668,Adoption
A689221,Transfer
A737466,Return to Owner
A721516,Euthanasia
A705576,Transfer
A764134,Adoption
A760172,Adoption
A724976,Return to Owner
A701346,Euthanasia
A743792,Return to Owner
A749266,Adoption
A704091,Adoption
A747961,Adoption
A733536,Adoption
A686339,Return to Owner
A692783,Transfer
A704000,Transfer
A687069,Adoption
A680280,Transfer
A758093,Adoption
A712859,Transfer
A680072,Transfer
A378946,Adoption
A714111,Euthanasia
A736418,Euthanasia
A735964,Transfer
A696742,Return to Owner
A688586,Adoption
A674250,Adoption
A668588,Adoption
A709248,Transfer
A732478,Return to Owner
A685211,Adoption
A685318,Transfer
A733862,Transfer
A698274,Transfer
A758162,Adoption
A701061,Adoption
A693461,Adoption
A722120,Adoption
A743143,Transfer
A691020,Euthanasia
A681544,Transfer
A712535,Adoption
A697202,Adoption
A748068,Transfer
A734919,Transfer
A690990,Euthanasia
A732212,Adoption
A723369,Transfer
A741212,Adoption
A679931,Adoption
A758775,Adoption
A664795,Adoption
A662933,Return to Owner
A738675,Adoption
A758374,Adoption
A745437,Euthanasia
A676955,Adoption
A657811,Transfer
A694638,Adoption
A702028,Transfer
A733105,Adoption
A730505,Adoption
A699752,Euthanasia
A689951,Adoption
A729938,Adoption
A738284,Euthanasia
A754437,Adoption
A694990,Transfer
A725146,Transfer
A689351,Adoption
A739352,Transfer
A676642,Return to Owner
A732577,Return to Owner
A733132,Transfer
A558639,Return to Owner
A679978,Adoption
A727430,Transfer
A668259,Transfer
A760217,Euthanasia
A688664,Transfer
A681534,Return to Owner
A666325,Adoption
A666864,Return to Owner
A677090,Adoption
A756190,Adoption
A760669,Return to Owner
A723810,Adoption
A721365,Died
A690004,Transfer
A711750,Return to Owner
A760657,Return to Owner
A667936,Adoption
A713893,Transfer
A675917,Adoption
A725432,Return to Owner
A751927,Died
A721240,Adoption
A742905,Adoption
A760599,Transfer
A674076,Euthanasia
A757919,Adoption
A670061,Adoption
A752307,Return to Owner
A683642,Adoption
A668650,Adoption
A764581,Adoption
A736350,Transfer
A737946,Adoption
A753423,Adoption
A708832,Adoption
A757270,Died
A711229,Adoption
A675118,Transfer
A745914,Adoption
A668340,Adoption
A686890,Adoption
A739395,Adoption
A707966,Adoption
A706315,Adoption
A449270,Adoption
A670828,Transfer
A739703,Euthanasia
A677574,Adoption
A726751,Adoption
A700772,Transfer
A744188,Adoption
A678244,Transfer
A724267,Adoption
A765575,Return to Owner
A730800,Transfer
A723195,Return to Owner
A728645,Transfer
A711974,Transfer
A746895,Adoption
A686068,Transfer
A677666,Return to Owner
A720476,Adoption
A732218,Transfer
A713694,Adoption
A725698,Return to Owner
A643323,Transfer
A613290,Euthanasia
A689942,Adoption
A759744,Adoption
A718444,Transfer
A735229,Transfer
A714194,Disposal
A739075,Adoption
A733899,Adoption
A765938,Transfer
A680927,Transfer
A740167,Adoption
A761015,Adoption
A684192,Adoption
A742869,Transfer
A709648,Transfer
A674124,Transfer
A753316,Transfer
A696836,Transfer
A678821,Transfer
A670421,Transfer
A731422,Transfer
A761959,Adoption
A718916,Transfer
A671940,Transfer
A752886,Euthanasia
A727610,Adoption
A748125,Transfer
A717297,Adoption
A749713,Adoption
A685451,Transfer
A747767,Adoption
A692546,Transfer
A761594,Return to Owner
A763544,Transfer
A710279,Adoption
A691929,Transfer
A680679,Return to Owner
A746692,Transfer
A764302,Adoption
A733139,Transfer
A706938,Euthanasia
A714864,Adoption
A702849,Adoption
A724188,Transfer
A723045,Return to Owner
A686307,Transfer
A689861,Return to Owner
A752022,Adoption
A733873,Adoption
A730529,Adoption
A664474,Adoption
A665121,Euthanasia
A692872,Adoption
A739925,Died
A697923,Transfer
A692609,Transfer
A724653,Transfer
A612004,Return to Owner
A717847,Adoption
A653248,Return to Owner
A707447,Transfer
A705696,Transfer
A677414,Adoption
A706059,Adoption
A713985,Return to Owner
A736289,Adoption
A729208,Transfer
A686410,Return to Owner
A672537,Euthanasia
A629776,Adoption
A664023,Adoption
A727476,Euthanasia
A757506,Transfer
A682301,Transfer
A749795,Transfer
A753766,Transfer
A665928,Adoption
A700369,Euthanasia
A721697,Adoption
A758055,Rto-Adopt
A711600,Transfer
A727433,Transfer
A711477,Adoption
A669456,Return to Owner
A715262,Return to Owner
A703219,Transfer
A707158,Adoption
A753494,Transfer
A691127,Return to Owner
A761135,Return to Owner
A684471,Adoption
A681866,Return to Owner
A689024,Adoption
A710821,Transfer
A712452,Adoption
A651703,Adoption
A762410,Transfer
A727214,Transfer
A702290,Transfer
A749677,Adoption
A756337,Transfer
A763613,Adoption
A751345,Transfer
A742816,Return to Owner
A675629,Disposal
A622464,Return to Owner
A722811,Euthanasia
A702949,Adoption
A727956,Adoption
A750045,Adoption
A670985,Transfer
A756719,Transfer
A755667,Adoption
A752036,Adoption
A764470,Transfer
A673031,Return to Owner
A692327,Adoption
A688443,Adoption
A692001,Adoption
A712902,Transfer
A676110,Euthanasia
A744727,Transfer
A683388,Euthanasia
A756921,Return to Owner
A699094,Return to Owner
A726814,Return to Owner
A759109,Transfer
A685960,Transfer
A735065,Adoption
A686128,Adoption
A675081,Adoption
A699543,Adoption
A749328,Transfer
A647108,Return to Owner
A750236,Transfer
A717478,Transfer
A761579,Return to Owner
A528524,Adoption
A752060,Adoption
A744539,Transfer
A678387,Transfer
A705150,Return to Owner
A668443,Transfer
A501193,Return to Owner
A669282,Euthanasia
A724435,Euthanasia
A700101,Transfer
A673117,Adoption
A688761,Transfer
A667527,Return to Owner
A693021,Adoption
A747775,Transfer
A679959,Transfer
A714138,Return to Owner
A708560,Adoption
A747747,Transfer
A677315,Transfer
A748240,Adoption
A678213,Adoption
A732476,Adoption
A747663,Adoption
A734061,Transfer
A743093,Return to Owner
A726325,Adoption
A711135,Transfer
A682766,Transfer
A752767,Transfer
A735452,Return to Owner
A671080,Adoption
A695550,Return to Owner
A683158,Adoption
A678486,Transfer
A674725,Return to Owner
A765027,Adoption
A703652,Adoption
A724736,Adoption
A728047,Transfer
A704943,Return to Owner
A692258,Transfer
A737888,Euthanasia
A698793,Euthanasia
A687937,Transfer
A688134,Adoption
A705671,Adoption
A700890,Adoption
A681531,Transfer
A696794,Adoption
A709236,Euthanasia
A680726,Return to Owner
A687088,Adoption
A674677,Adoption
A718565,Return to Owner
A664138,Adoption
A751537,Adoption
A762062,Transfer
A699608,Transfer
A670538,Adoption
A653370,Transfer
A718176,Transfer
A696603,Adoption
A711903,Transfer
A618639,Adoption
A693985,Adoption
A720280,Return to Owner
A747120,Transfer
A731295,Transfer
A705558,Return to Owner
A699104,Euthanasia
A690638,Adoption
A693745,Adoption
A745499,Euthanasia
A746308,Return to Owner
A763277,Transfer
A695339,Adoption
A701199,Adoption
A681775,Adoption
A716057,Transfer
A742312,Adoption
A725400,Adoption
A750190,Adoption
A567057,Euthanasia
A707454,Adoption
A724122,Transfer
A731964,Transfer
A759920,Adoption
A681616,Adoption
A674360,Disposal
A748679,Adoption
A735702,Transfer
A756308,Adoption
A735786,Transfer
A739838,Adoption
A730027,Transfer
A715550,Transfer
A697320,Return to Owner
A658515,Euthanasia
A696702,Adoption
A697174,Adoption
A747524,Adoption
A671744,Return to Owner
A752471,Euthanasia
A712744,Adoption
A759988,Died
A711751,Adoption
A673445,Transfer
A665412,Adoption
A751072,Transfer
A694381,Adoption
A724061,Adoption
A694599,Transfer
A730878,Adoption
A718893,Return to Owner
A737031,Adoption
A703924,Adoption
A709374,Adoption
A686702,Transfer
A682462,Adoption
A720655,Adoption
A648300,Adoption
A571995,Adoption
A685491,Transfer
A742495,Return to Owner
A688468,Adoption
A683876,Transfer
A684929,Adoption
A681225,Euthanasia
A673677,Adoption
A719174,Adoption
A676794,Euthanasia
A677496,Adoption
A664929,Euthanasia
A710921,Return to Owner
A702442,Adoption
A706906,Adoption
A500862,Return to Owner
A756128,Adoption
A723010,Euthanasia
A755426,Transfer
A700429,Transfer
A640819,Adoption
A614225,Transfer
A690172,Transfer
A737381,Adoption
A763117,Adoption
A753761,Adoption
A691281,Adoption
A764081,Adoption
A678096,Adoption
A730238,Adoption
A683159,Adoption
A712089,Transfer
A673651,Adoption
A673353,Return to Owner
A677848,Transfer
A710647,Transfer
A408035,Return to Owner
A676987,Adoption
A743521,Adoption
A699540,Transfer
A765286,Transfer
A726862,Transfer
A757192,Adoption
A752591,Died
A709486,Adoption
A681228,Adoption
A753663,Transfer
A705269,Transfer
A714885,Transfer
A726216,Transfer
A735339,Euthanasia
A707921,Return to Owner
A669298,Transfer
A669371,Adoption
A712592,Transfer
A759243,Adoption
A726714,Transfer
A752312,Adoption
A691987,Adoption
A745750,Return to Owner
A665238,Transfer
A706211,Adoption
A728662,Adoption
A744989,Adoption
A694065,Adoption
A737096,Adoption
A691962,Transfer
A677708,Transfer
A741759,Adoption
A681110,Return to Owner
A749825,Return to Owner
